id,nome,idade,sexo,"estado, renda_mensal"
7307,Srta. Ana Clara Garcia,46,M,SP,7403.15
7308,Dr. Theodoro Nascimento,58,M,MS,7547.34
7309,Dr. Vitor Hugo Cassiano,64,F,BA,5788.97
7310,Alana Cunha,89,F,AM,9084.12
7311,Caleb Câmara,27,F,RR,7666.88
7312,Luiz Otávio Guerra,81,F,MG,9486.56
7313,Alexandre Pires,63,F,GO,2662.98
7314,Maria Alice Lopes,18,M,MT,4406.5
7315,Sara Pereira,86,M,SP,6991.38
7316,Sr. João Vitor Farias,75,F,SE,2763.14
7317,Luana Silva,30,F,MG,4434.33
7318,Dr. Benício Aragão,38,M,RO,2414.48
7319,Vitor Gabriel Sousa,85,M,AP,2182.9
7320,Mathias Mendes,53,M,AM,8345.31
7321,Letícia Andrade,31,M,PE,6420.07
7322,José Pastor,99,M,ES,3122.63
7323,Rafael Vieira,42,F,MG,2451.1
7324,Arthur Pinto,34,F,BA,5601.52
7325,Bruno Duarte,86,F,AP,3379.06
7326,Maria Fernanda Almeida,66,F,SC,3301.72
7327,João Gabriel Lopes,50,M,TO,2661.67
7328,Sra. Bella Caldeira,27,M,RS,2946.67
7329,Larissa Almeida,66,M,AL,3350.87
7330,Mariana Pereira,51,F,ES,3324.58
7331,Noah Barbosa,98,F,PB,5013.32
7332,Nina Rodrigues,58,F,AP,7795.81
7333,Srta. Ana Júlia Gomes,98,M,PR,2751.56
7334,Isis Mendes,70,F,CE,3462.02
7335,Henrique Pimenta,51,F,MS,3234.77
7336,Sr. Renan Fogaça,77,M,AC,6054.69
7337,Ágatha da Rosa,69,F,GO,8492.13
7338,Ana Luiza Alves,61,M,GO,2675.36
7339,Camila Correia,89,M,AP,2308.84
7340,Dra. Eloah Martins,53,F,RO,4850.63
7341,Vitória Mendonça,71,M,AM,7300.38
7342,Cecilia Martins,91,F,AL,6534.62
7343,Sra. Joana Ramos,77,M,RR,2553.67
7344,Henrique Ferreira,43,M,SE,8476.52
7345,Hadassa Rodrigues,71,F,MG,2843.01
7346,Oliver Garcia,44,M,RN,3054.36
7347,Elisa Almeida,34,M,PA,3727.06
7348,Hadassa Vasconcelos,66,F,AM,8096.78
7349,João Machado,41,M,PE,8548.51
7350,Luana Nogueira,58,M,AL,9970.29
7351,João Pedro Gomes,40,F,PE,9066.88
7352,Sophia Leão,18,F,DF,6992.98
7353,Gabriela Peixoto,82,F,SP,3782.47
7354,Nicolas Cardoso,59,M,RN,2750.5
7355,Ravy Souza,47,F,MS,8068.46
7356,Clarice Moraes,22,F,RJ,1093.95
7357,Bryan Azevedo,64,M,RS,8582.25
7358,Mariah Sampaio,86,F,TO,7466.34
7359,Isaac Sales,34,F,PR,4180.14
7360,Noah Pimenta,60,F,RJ,7564.6
7361,Maria Liz Sousa,68,M,DF,1433.79
7362,Francisco Cardoso,83,F,RS,7104.35
7363,Sr. Nicolas Moraes,22,M,TO,7557.64
7364,Vitor Hugo Martins,81,F,RR,1777.64
7365,Ayla Fernandes,72,F,MS,4627.84
7366,Sra. Bárbara Nogueira,50,F,PA,9322.36
7367,Heloisa Pacheco,74,F,AC,1503.43
7368,Olívia Machado,89,M,RJ,5718.85
7369,Vinicius Machado,95,M,SP,9393.0
7370,José Miguel da Paz,28,F,PE,8591.47
7371,Milena Cirino,51,F,PI,3184.76
7372,Rhavi Melo,76,M,DF,5734.08
7373,Sra. Emanuelly Albuquerque,26,F,SE,3092.76
7374,Lunna Lopes,70,F,RS,7080.67
7375,Zoe da Luz,18,M,AM,7014.99
7376,Sr. João Vitor Moreira,88,M,CE,6971.77
7377,Dr. Enzo Lopes,75,F,AP,7285.78
7378,Dr. Mateus Leão,58,M,PI,2477.83
7379,Lunna Jesus,95,M,SC,6717.62
7380,João Vitor Moura,85,M,BA,1529.54
7381,Isaque Farias,61,M,SE,3878.76
7382,Sra. Maria Laura Santos,67,F,PE,2882.78
7383,Isaac Nogueira,18,M,PB,2903.5
7384,Gabriel Moraes,89,F,RO,9006.86
7385,Lucca da Conceição,54,M,AM,6436.94
7386,Catarina Vasconcelos,54,M,ES,5030.92
7387,Raquel Mendonça,84,F,TO,1070.78
7388,Clarice Santos,47,F,AL,2713.66
7389,Bárbara da Cunha,39,F,PI,7912.92
7390,Carlos Eduardo Mendonça,93,F,ES,8969.52
7391,Dr. André Ferreira,85,F,GO,5759.43
7392,Ágatha da Luz,20,F,TO,8773.11
7393,Théo Cardoso,96,F,BA,3627.0
7394,Camila Rezende,23,M,AL,6350.79
7395,Srta. Maria Liz Mendonça,93,F,AM,9196.69
7396,Arthur Miguel Freitas,64,M,RO,9832.81
7397,Ana Julia Sousa,95,M,RR,6230.6
7398,Raquel Cardoso,79,M,RJ,2342.07
7399,Antony da Costa,19,F,PE,8909.98
7400,Sra. Olivia da Luz,46,M,DF,9208.43
7401,Antony Cavalcante,78,M,MS,3068.83
7402,Isadora Cardoso,58,M,RJ,7239.25
7403,Ravi Lucca Ferreira,77,F,TO,9612.57
7404,Liam Casa Grande,70,M,MG,5717.7
7405,Davi Lucas das Neves,68,M,MG,7268.02
7406,Daniel Fernandes,75,M,MA,3557.63
7407,Juan Marques,25,M,RO,1743.07
7408,Clarice Peixoto,71,F,MG,5778.61
7409,Luiz Miguel da Mota,21,F,MT,6896.37
7410,Lucas Gabriel Jesus,44,M,PA,7115.19
7411,Alice Mendonça,43,F,SE,1502.23
7412,Manuela Pimenta,98,F,RJ,4877.52
7413,Rhavi Correia,55,M,PE,8626.3
7414,Eloah Nunes,89,F,DF,2930.27
7415,Lucca da Paz,81,F,GO,6132.28
7416,Marcela Ramos,83,F,PE,7129.85
7417,Sr. Lucas Leão,57,M,PB,2972.1
7418,Dra. Eloá Cassiano,18,F,MA,3976.81
7419,Ian Ribeiro,74,M,ES,7605.22
7420,Antonella da Luz,27,M,CE,1726.72
7421,Valentina da Mata,29,M,DF,2159.0
7422,Enzo Gabriel Machado,18,F,MS,4969.38
7423,Vitor Hugo Aragão,62,M,SP,5641.89
7424,Dra. Lorena Teixeira,34,M,SE,8918.11
7425,Dr. Benicio Moreira,43,M,RN,5631.47
7426,Vinicius Ribeiro,57,F,DF,7109.45
7427,Kaique Castro,45,M,ES,6203.28
7428,Maria Liz Silveira,43,F,SE,3923.16
7429,Srta. Liz Gonçalves,50,F,PE,5869.4
7430,João Miguel da Mata,26,M,PR,4974.91
7431,Daniel Barros,52,F,AM,7465.0
7432,Maysa da Cruz,83,M,PE,7308.57
7433,Dra. Stella Barbosa,45,M,AP,3910.86
7434,Lorenzo Novaes,70,M,AC,3737.49
7435,Fernando Sá,67,M,RN,2309.08
7436,Yan Macedo,53,M,AC,2144.22
7437,Srta. Ana Júlia Sousa,57,F,RS,8917.33
7438,Ravy Costa,22,M,PR,1819.64
7439,Noah Vieira,44,F,RJ,4567.29
7440,Clarice Aragão,37,M,PA,3008.27
7441,Maria Sophia Alves,53,M,RR,6233.19
7442,Kaique Novaes,38,F,RR,3727.3
7443,Stephany Gonçalves,37,F,MS,5521.41
7444,Sara Melo,29,M,DF,7053.56
7445,Luiz Otávio Melo,45,F,AM,3860.2
7446,Aylla Alves,79,M,MG,3187.49
7447,Sophia Cavalcante,51,M,GO,9402.74
7448,Cecília Barros,54,M,PE,3417.8
7449,Noah Rocha,57,F,RS,5840.03
7450,Davi Fernandes,53,F,RR,3686.28
7451,Letícia Cavalcante,88,F,RN,8324.54
7452,João Felipe da Cruz,42,F,MS,9403.45
7453,Luiz Otávio Cirino,27,M,SP,9580.61
7454,Laura da Paz,96,M,MS,4015.49
7455,Luna da Cruz,45,F,SE,8689.81
7456,Yan Siqueira,90,M,MT,2155.81
7457,Dr. Murilo Cavalcanti,28,F,ES,3431.35
7458,Valentim Souza,61,M,PR,9867.75
7459,Ágatha Sampaio,75,F,ES,4142.23
7460,Luiz Gustavo Araújo,48,F,RR,1241.21
7461,Gabriela Caldeira,76,F,MG,5585.39
7462,Dra. Luana Sampaio,77,M,MA,7416.38
7463,Anna Liz Pereira,38,F,SC,3144.63
7464,Luísa Rocha,32,F,AP,9218.23
7465,Sr. Yuri Pastor,71,F,MG,4066.32
7466,Valentina Pimenta,40,M,PR,1175.07
7467,Maria Cecília Borges,70,F,GO,7093.0
7468,Arthur Miguel Duarte,90,F,RO,9694.01
7469,Melissa Sá,20,M,PI,3605.12
7470,Antônio Carvalho,54,F,MS,2951.21
7471,Rafaela Sousa,76,F,RN,9140.52
7472,Isabella Fonseca,28,F,AP,4962.12
7473,Gabriela Abreu,94,M,RS,5622.5
7474,Laís Sá,24,M,PA,5079.62
7475,Dr. Vicente Nunes,57,M,MT,6829.9
7476,Anthony Gabriel Silveira,36,F,RR,6768.32
7477,Rhavi Novais,61,F,RR,5482.44
7478,Alexandre Santos,97,F,PE,6764.04
7479,Liam Alves,70,F,DF,4564.93
7480,Dr. André Castro,56,F,PE,9155.44
7481,Heloísa Costa,29,F,MA,8564.3
7482,Marcela Fernandes,79,F,AC,1083.52
7483,Apollo Rodrigues,94,M,SE,7776.76
7484,Ana Clara Costela,99,M,SC,9871.27
7485,Sr. Yago Rocha,87,F,PR,5670.88
7486,Maria Vitória da Rosa,35,M,RS,8849.32
7487,Dr. João Lucas Pereira,54,M,AL,9027.37
7488,Vinícius Montenegro,100,F,RN,1208.12
7489,Maria Helena da Mota,20,F,MG,5712.25
7490,Mathias Rezende,53,F,PI,2442.44
7491,Isaque Oliveira,21,M,AP,9582.35
7492,Maria Albuquerque,82,M,GO,2512.04
7493,Ana Beatriz Costa,23,F,MG,8924.82
7494,Joana Pereira,45,F,PE,6066.35
7495,Daniela Moraes,55,F,MS,5099.0
7496,Júlia Costela,32,F,PE,2943.58
7497,Emanuel Cavalcante,91,F,AL,1509.15
7498,Lara Aparecida,98,F,RS,1194.54
7499,Manuela Costela,51,M,AC,9981.72
7500,Juan Pacheco,77,M,BA,5394.38
7501,Gustavo Henrique Moreira,64,F,PR,3801.89
7502,Valentim Vargas,51,F,PI,2077.81
7503,Antonella Casa Grande,63,M,MS,4302.71
7504,Cauê Marques,99,F,RR,4545.76
7505,Júlia Correia,90,M,PR,8937.27
7506,Valentim Jesus,90,M,RN,2772.96
7507,Ana Lívia Rezende,99,F,AM,3738.98
7508,Luiz Otávio da Cruz,79,F,PB,1687.31
7509,Ester Moura,20,F,MG,2655.47
7510,Antônio Pacheco,88,M,RO,7862.18
7511,Liam Montenegro,66,M,MS,8751.65
7512,Laís da Conceição,47,F,AP,3734.56
7513,Maria Luísa Macedo,24,M,AC,8317.96
7514,Luiz Fernando Fogaça,88,F,MS,7908.96
7515,Sra. Cecilia da Cunha,30,M,MT,2025.09
7516,Antony Guerra,49,M,RO,5977.25
7517,Bento Viana,76,F,RS,8560.19
7518,Samuel Almeida,94,M,ES,1295.69
7519,Lorenzo Moraes,73,M,TO,1202.57
7520,Benjamim Fonseca,32,M,AL,2097.89
7521,Luiz Fernando Sales,71,M,DF,6539.75
7522,Yan Caldeira,90,M,PR,7264.46
7523,Cauê Pimenta,28,M,MA,6367.93
7524,Lorena Mendes,87,M,PI,2307.91
7525,Thomas Freitas,87,M,PI,8878.6
7526,Rafael Costela,25,M,PE,3542.22
7527,Lunna das Neves,91,M,MA,6199.02
7528,Isadora Gomes,100,M,AL,5599.16
7529,Guilherme Siqueira,55,F,CE,5802.48
7530,Luiz Henrique Aparecida,77,F,SE,6670.9
7531,Ryan Câmara,81,F,BA,5591.51
7532,Isabela Novais,86,F,MT,5253.09
7533,Arthur Gabriel Oliveira,36,F,MA,4711.54
7534,Isabelly Vasconcelos,76,F,AL,7864.24
7535,Sra. Ana Carolina Cardoso,31,M,PB,9740.05
7536,Henry Gabriel Abreu,95,F,MA,8283.03
7537,Dom Pastor,19,M,RO,2835.29
7538,Ana Júlia Carvalho,31,M,RJ,9009.9
7539,Theo Ramos,83,F,MS,4021.98
7540,Dr. Davi Miguel Duarte,94,F,AM,2052.46
7541,Davi Luiz Barbosa,87,M,MT,5601.14
7542,João Guilherme Melo,54,F,MT,1211.88
7543,Thomas da Conceição,25,M,MA,5238.49
7544,Isaque Vargas,92,M,SP,5532.39
7545,Rhavi da Cruz,29,F,MG,4230.92
7546,Pedro Lucas da Rocha,45,F,MA,4556.99
7547,Sra. Júlia Moura,73,M,MA,3631.71
7548,Sr. Nathan da Rocha,83,M,RN,2074.55
7549,Valentina Pires,24,M,AL,6955.66
7550,Juliana da Cunha,69,F,AP,6229.13
7551,Ravi Oliveira,58,F,SE,6077.84
7552,Ísis Lima,55,F,RS,7129.55
7553,Ana Vitória da Cunha,49,F,TO,7048.36
7554,Antony Monteiro,24,F,SP,4677.27
7555,Vitor Hugo Alves,76,M,MS,9245.29
7556,Ana Luiza da Luz,44,M,GO,4783.6
7557,Emilly Câmara,65,M,MT,1453.85
7558,Maria Cavalcanti,29,F,AC,9644.55
7559,Clarice da Rosa,87,M,GO,9195.05
7560,Bernardo Sá,46,M,PE,7576.93
7561,Liz Ribeiro,83,F,AL,5812.45
7562,Alícia Cavalcante,49,M,RO,4888.43
7563,Dra. Maria Luiza Dias,85,M,SC,1926.38
7564,Henrique Costela,61,F,PA,6218.44
7565,Benjamin Duarte,79,F,AM,9365.93
7566,Ana Luiza Albuquerque,49,F,CE,6321.64
7567,João Guilherme Correia,41,F,PR,6199.58
7568,Yasmin Machado,50,F,PB,4465.53
7569,Davi Lucas Monteiro,37,F,PR,1964.6
7570,Helena Sousa,74,F,PA,6033.53
7571,Rebeca Martins,61,M,MS,7917.47
7572,Ana Luiza Souza,98,F,TO,6389.99
7573,Danilo Garcia,62,M,RR,3819.38
7574,Eloá Sampaio,66,M,SP,8032.37
7575,Brenda Rezende,29,M,RN,7168.41
7576,Mariana Andrade,91,M,SP,4543.15
7577,Cecilia Lima,19,M,PA,9002.1
7578,Theodoro Ferreira,26,M,PR,1714.02
7579,Júlia Moreira,51,F,SC,8286.59
7580,Davi Lucca Andrade,77,M,BA,6147.89
7581,Gabrielly Mendes,64,M,SP,8071.07
7582,Maria Isis Novais,50,M,DF,3632.34
7583,Vitor Peixoto,22,F,RS,8512.54
7584,Emanuel Peixoto,51,M,RS,1119.12
7585,Rafael Vieira,59,F,PB,3194.26
7586,Davi Lucas Moura,57,M,RS,9627.18
7587,Sara Barbosa,27,M,MT,2580.0
7588,José Rodrigues,53,M,DF,8128.83
7589,Juan Santos,36,M,SC,7183.66
7590,Thomas Barbosa,89,M,AP,3407.7
7591,Luísa Cirino,49,F,MS,9540.18
7592,Vicente Santos,84,F,MS,5564.98
7593,João Guilherme da Cruz,41,F,AP,9285.91
7594,Juliana Araújo,72,F,GO,2216.4
7595,Pedro Henrique Fogaça,45,F,GO,9138.73
7596,Arthur Gabriel Monteiro,52,M,CE,3673.22
7597,Otávio Peixoto,82,F,RO,8805.71
7598,Pedro Carvalho,41,F,TO,7517.43
7599,Maria Clara da Rosa,45,F,AL,7456.94
7600,João Lucas Ribeiro,47,F,RJ,2089.83
7601,Maria Julia Siqueira,74,F,PA,9377.63
7602,Anthony Barbosa,46,F,GO,8262.8
7603,Aylla Pires,53,M,BA,1769.61
7604,João Guilherme Souza,49,F,PA,2608.87
7605,Helena Ribeiro,38,M,MT,4478.35
7606,João Guilherme Caldeira,29,F,BA,5648.43
7607,Isaque Mendes,20,F,PI,6526.58
7608,Maria Cecília Moreira,51,F,MT,9986.73
7609,Raquel Barros,42,F,AP,4714.48
7610,Dr. André Pereira,41,M,SC,6989.83
7611,Mathias Almeida,38,F,MS,5975.35
7612,Maria Eduarda Lopes,71,M,GO,8015.3
7613,Sra. Ana Moraes,57,M,TO,2297.42
7614,José Miguel Fogaça,22,M,RR,6282.46
7615,Alexia Borges,64,M,AP,7393.95
7616,Melissa Fogaça,68,F,RJ,2927.83
7617,Zoe Mendes,81,M,RO,3969.5
7618,Alice Rios,87,F,PR,7121.37
7619,João Felipe Cassiano,97,M,GO,2954.5
7620,Aylla Brito,67,F,AC,4346.47
7621,João Barbosa,80,M,SC,3016.54
7622,Srta. Ana Lívia Vargas,39,F,ES,7951.38
7623,Hellena Novaes,41,M,MG,6049.95
7624,Yan Araújo,28,F,AL,3733.46
7625,Sra. Luiza Albuquerque,29,F,PA,9581.95
7626,Isabelly Oliveira,78,F,MA,2134.1
7627,Leandro Lima,43,M,BA,5309.16
7628,Srta. Maria Laura Cavalcanti,44,M,SE,9995.89
7629,Lorenzo Vasconcelos,66,F,PI,5752.8
7630,Ana Moura,98,F,AC,4895.68
7631,Dr. Vitor das Neves,90,M,MA,6728.16
7632,Daniel Aragão,81,M,RO,7221.43
7633,Srta. Mariane Jesus,54,M,RN,7207.8
7634,Heloísa Castro,83,M,PE,8437.01
7635,Luiz Otávio Siqueira,26,F,MS,4962.88
7636,Lara Vieira,98,F,RJ,8065.96
7637,José Araújo,39,F,PB,2612.81
7638,Benjamin Rezende,32,M,ES,8381.35
7639,Enrico Pinto,80,F,PE,7694.95
7640,Liam Novais,71,F,PR,8178.49
7641,Eduardo Novais,28,F,RR,7712.48
7642,Ana Lívia Duarte,52,M,MS,8382.79
7643,Nathan da Mota,88,F,RR,5335.38
7644,Emanuel da Cunha,76,M,SE,1131.81
7645,Sophia Pires,95,M,AP,7354.7
7646,Melina da Mata,44,M,GO,8413.34
7647,Ana Sophia Vargas,29,M,SE,3044.19
7648,Sophia Marques,67,F,SP,8250.95
7649,Maria Laura Vieira,51,M,GO,4128.57
7650,Francisco Mendonça,41,M,SE,5241.69
7651,Rafael Machado,92,F,MA,8595.45
7652,Valentim da Cunha,53,F,AM,9688.6
7653,Dr. Léo Barbosa,21,F,CE,9936.7
7654,Valentina Lima,73,M,PA,3547.56
7655,Valentina Rodrigues,74,F,ES,4900.92
7656,Dr. Noah Silva,41,M,SE,5041.53
7657,Laís Casa Grande,83,M,MS,9197.81
7658,Sophie da Rocha,28,M,AP,9485.66
7659,Jade da Paz,50,M,PR,6316.18
7660,Milena Martins,43,M,PA,4151.04
7661,Mirella Duarte,75,M,RO,5609.44
7662,Sra. Maria Vitória Farias,56,M,PA,9251.27
7663,Olivia Fonseca,51,M,SP,1614.9
7664,Maria Eduarda Pastor,47,F,RO,5944.57
7665,Sra. Catarina da Paz,65,F,RJ,2784.32
7666,Rhavi da Mata,30,F,PI,6313.86
7667,Isis Rezende,88,M,AL,7174.19
7668,Emilly Porto,45,F,AM,1143.69
7669,Maria Júlia Rodrigues,40,M,AP,7550.93
7670,Fernanda Nunes,71,F,SP,5390.87
7671,Erick Oliveira,53,M,TO,6121.31
7672,Brayan Pastor,89,M,PB,3689.05
7673,Sra. Elisa Andrade,24,F,RR,1375.48
7674,Augusto Mendes,24,F,MA,3671.84
7675,Maria Cecília Leão,61,F,PR,8309.68
7676,Maria Fernanda Albuquerque,61,F,RS,2500.07
7677,Alice Aragão,55,F,MG,4518.75
7678,Samuel Ribeiro,21,M,RS,5562.49
7679,Eduardo Santos,95,M,TO,7098.42
7680,Nicole Fogaça,80,M,PB,9891.42
7681,Isaque Melo,96,F,SC,8124.24
7682,José Costela,76,M,MG,1512.69
7683,Beatriz Abreu,19,M,CE,4952.59
7684,Eloá Monteiro,40,F,MA,8466.55
7685,Miguel Jesus,70,M,MS,1511.71
7686,Sr. Otávio Cavalcante,18,M,SC,7352.01
7687,Stella Rios,50,M,PI,9170.68
7688,Samuel Sampaio,33,F,BA,2839.17
7689,Sra. Aurora Barros,40,F,PB,9241.24
7690,Benjamim Fogaça,28,F,SP,4903.54
7691,Matteo Montenegro,54,M,AM,9929.15
7692,Ester Costela,73,M,AM,7184.16
7693,Vicente Porto,73,M,ES,5508.9
7694,Marina Barbosa,64,F,RJ,7302.55
7695,Sra. Liz Silveira,18,F,AL,8649.98
7696,Mathias Fernandes,37,F,SE,3219.86
7697,Vitor Hugo Porto,90,M,AM,4976.98
7698,Sra. Zoe Nunes,42,M,RN,6065.63
7699,Maria Helena Ribeiro,98,M,RJ,7482.54
7700,Dr. Cauã Gomes,100,F,PI,5699.17
7701,Emanuella Fogaça,35,M,AM,9853.66
7702,Ana Luiza Vargas,79,M,RN,2924.63
7703,Paulo Albuquerque,95,F,PI,8885.8
7704,Eduardo Sales,65,F,AC,9013.06
7705,Henrique Abreu,28,F,SP,5335.81
7706,Luiz Henrique Vieira,54,M,PE,5643.65
7707,Francisco da Costa,67,M,BA,7103.63
7708,Yasmin Porto,59,M,RO,9973.39
7709,Matheus Gomes,93,M,PA,3650.57
7710,Maria Julia Sá,71,F,SE,1228.57
7711,Anna Liz Sales,53,M,SC,4540.17
7712,Valentim Souza,80,F,RR,6251.85
7713,Larissa Casa Grande,76,F,DF,3950.3
7714,Sophie Casa Grande,50,F,MT,4817.69
7715,Sr. Caleb da Paz,54,F,SC,2938.21
7716,Evelyn Oliveira,56,M,ES,9416.79
7717,Yasmin Casa Grande,58,M,MT,3573.05
7718,Carolina Marques,24,M,PA,8828.62
7719,Eloah Peixoto,93,F,ES,8936.19
7720,Luiz Henrique Machado,52,M,RN,1295.12
7721,Diego Andrade,53,F,RS,4923.8
7722,Nina Guerra,72,M,BA,2901.46
7723,Aylla da Rocha,88,F,SE,6252.22
7724,Theodoro da Mata,55,F,RJ,4291.95
7725,Heloísa Cassiano,27,M,RN,8519.61
7726,Vitória Câmara,99,F,MS,6196.56
7727,Dr. Pedro Lucas Caldeira,41,F,DF,3192.12
7728,Dr. João Gabriel Pacheco,82,M,PA,3897.72
7729,Gael Nunes,55,F,AL,5828.45
7730,Pietra Garcia,21,M,AC,1542.14
7731,Rebeca Pimenta,22,F,MG,8867.94
7732,Dr. Cauê Mendes,70,F,RO,4288.55
7733,Caroline Pastor,70,M,RS,4548.71
7734,Yago Moreira,54,M,SP,9828.98
7735,Matheus da Mata,57,M,AL,8730.62
7736,Cauã Nascimento,43,F,DF,7548.72
7737,Dra. Esther Pinto,30,F,RJ,3483.93
7738,Mariah Peixoto,70,M,AL,9387.76
7739,Sr. Otávio Azevedo,59,F,RJ,1888.74
7740,Sara Aragão,74,F,GO,4015.55
7741,Lívia Brito,32,F,MG,8099.29
7742,Dr. Carlos Eduardo Castro,90,M,CE,6434.74
7743,Dr. Rodrigo Barbosa,78,F,RR,9383.35
7744,Davi Luiz Campos,91,F,PI,5117.97
7745,Gustavo Almeida,84,F,MT,4843.3
7746,Rebeca Sales,32,F,PE,1869.9
7747,Dr. Emanuel Viana,90,M,SE,4473.2
7748,Brenda Sá,24,F,RN,7159.02
7749,Amanda Rios,47,F,MG,1422.64
7750,Luiz Gustavo Jesus,96,M,PB,4727.4
7751,Matheus Silva,22,M,AP,4926.15
7752,Emanuella Pires,44,F,RO,3066.39
7753,Heloísa Gomes,51,F,MS,5338.53
7754,Samuel Santos,35,M,ES,6939.9
7755,Alexia Guerra,19,M,AP,2234.21
7756,Dr. Vinícius Souza,49,M,ES,6496.42
7757,Maria Eduarda Guerra,49,F,CE,5309.44
7758,Hellena Campos,81,M,GO,9651.21
7759,Caleb Albuquerque,88,M,MS,1901.31
7760,Kaique Aragão,100,M,BA,2451.79
7761,Manuella Abreu,94,M,BA,3897.65
7762,Leonardo Gomes,56,F,AP,9293.18
7763,João Pedro Jesus,47,F,RR,5813.68
7764,Bento Barbosa,58,F,MG,1459.94
7765,Bruno Rezende,75,M,PE,2575.48
7766,Luiz Gustavo Araújo,66,F,BA,7582.94
7767,Maria Luísa Fernandes,37,M,RR,1372.85
7768,Thiago Guerra,90,F,PR,2712.45
7769,Larissa Caldeira,67,M,RN,1234.97
7770,Gustavo Henrique da Cruz,67,M,AM,5063.48
7771,Maria Cecília Moraes,66,M,RJ,4081.61
7772,Guilherme Martins,34,M,PR,1970.3
7773,Maria Isis Costa,91,M,PI,1973.05
7774,Srta. Maria Flor Monteiro,53,F,SC,8897.94
7775,Marina Monteiro,44,M,PE,3185.45
7776,Maria Júlia Abreu,57,F,AL,8771.33
7777,Srta. Camila Gomes,90,F,PI,2020.02
7778,Aurora Ribeiro,37,M,PR,2515.24
7779,Eduarda da Rocha,18,F,MA,9513.25
7780,Otto Cassiano,53,M,PR,9927.51
7781,Alícia das Neves,54,M,RS,2189.96
7782,Ana Sophia Moreira,59,M,DF,6203.3
7783,Lorena Gomes,80,F,AL,6185.63
7784,Mateus Aparecida,55,F,MG,2834.04
7785,Marcos Vinicius Barros,84,M,SP,3320.02
7786,Isabela Araújo,46,M,RO,1896.11
7787,Gael Pinto,81,F,DF,5688.48
7788,João Gabriel Cirino,70,F,SP,2921.34
7789,Asafe Leão,48,F,ES,6529.41
7790,Dra. Hellena Barbosa,81,M,RN,7112.37
7791,Enzo Cavalcanti,30,M,SC,5789.8
7792,Eduarda da Mota,66,M,PB,1978.25
7793,Dr. Benício Brito,42,F,RO,8249.64
7794,Dra. Eduarda Câmara,46,F,PB,1589.55
7795,Maria Cecília Machado,21,M,SE,1662.17
7796,Marcos Vinicius das Neves,58,F,RR,4871.64
7797,Leonardo Araújo,32,F,RR,1970.99
7798,Vicente Novaes,76,M,MT,5562.54
7799,Evelyn Aragão,68,M,PB,9506.51
7800,Sra. Carolina Campos,25,M,PE,5441.12
7801,Vicente Pastor,60,M,RO,3319.77
7802,Vinicius da Mata,79,F,RS,6069.26
7803,Maria Nascimento,23,M,PA,2513.88
7804,Maria Julia Pereira,94,F,RN,2519.54
7805,Eduardo Mendonça,28,F,CE,6066.07
7806,Caleb Barbosa,42,M,PI,2891.91
7807,Caio Viana,54,M,MS,7495.9
7808,Sophia Carvalho,93,F,GO,8791.97
7809,Caroline Alves,64,F,PB,8948.13
7810,Marina Mendes,83,F,PR,2860.31
7811,Ravi Lucca Guerra,82,F,AM,8862.8
7812,Yan Sampaio,44,F,MA,4848.35
7813,Otto Vasconcelos,67,M,PB,8937.34
7814,Gabriela Nogueira,65,M,MT,2150.78
7815,Dr. Yan Gonçalves,73,M,MG,2408.56
7816,Sra. Kamilly Vasconcelos,88,M,CE,3560.03
7817,Isaac Mendes,38,F,RJ,3496.13
7818,Joaquim Santos,23,M,RJ,3423.41
7819,Mathias Monteiro,99,F,AL,5228.88
7820,Enzo Gabriel Melo,54,M,AC,1526.49
7821,Heloísa Alves,58,M,SE,3369.84
7822,Dra. Manuella Viana,98,M,MT,1119.9
7823,João Miguel Oliveira,82,M,PE,9406.14
7824,João Guilherme Moura,90,F,SE,6014.0
7825,Dra. Manuela Martins,98,M,RS,7935.34
7826,Cecilia Novaes,68,M,RR,1226.39
7827,Davi Luiz da Rosa,68,M,AL,4362.97
7828,Dr. Henrique Cirino,74,M,PR,3371.65
7829,Sr. Davi Fernandes,71,F,CE,8509.57
7830,Daniel Aparecida,41,F,SC,3699.73
7831,Caleb Moreira,19,F,GO,7576.34
7832,Ester Macedo,93,M,PR,6215.54
7833,Pietra Lima,21,M,DF,6709.36
7834,Ravi da Cruz,87,M,RS,2434.9
7835,Sra. Amanda Oliveira,50,M,SE,7152.94
7836,Enzo Campos,63,F,PR,2143.3
7837,Vitória Ramos,78,M,SE,6249.16
7838,Sra. Lorena da Rosa,45,F,MT,4160.14
7839,Kevin Mendonça,34,F,RR,2454.17
7840,Alana Araújo,19,M,PI,5522.64
7841,Mateus Sousa,53,F,GO,5724.69
7842,Fernanda Montenegro,84,F,SE,2765.83
7843,Laura da Conceição,47,M,DF,4743.69
7844,Luara Machado,22,M,BA,6803.34
7845,Lunna Nascimento,18,M,PI,6672.04
7846,Carolina Costela,29,M,SP,2668.99
7847,João Guilherme Vasconcelos,97,F,CE,6518.91
7848,Luan Carvalho,72,M,MG,5776.2
7849,João Pedro Ribeiro,37,F,PB,5354.28
7850,Ravi Lucca Aparecida,22,M,PI,1367.01
7851,Benicio Fernandes,55,F,MT,2052.96
7852,Liz Ramos,60,F,MA,5231.15
7853,Ana Julia Farias,23,F,PE,3223.44
